InputID,TargetID,Distance
Plot Tullgarn,Trosa,0.067041448351
Plot Tullgarn,Åda,0.0775834904925
Plot Tullgarn,Stora Uttervik,0.117611192482
Plot Tullgarn,Vagnhärad D,0.148610091168
Plot Tullgarn,Wiad,0.195631941658
Plot Tullgarn,Sjögärde,0.232558496291
Plot Tullgarn,Södertälje,0.263605762071
Plot Tullgarn,Grindsjön,0.283312055509
Plot Tullgarn,Bergaholm,0.297570253213
Plot Tullgarn,Tystberga D,0.305898717547
