"year"	"max_1"	"max_10"	"max_11"	"max_12"	"max_2"	"max_3"	"max_4"	"max_5"	"max_6"	"max_7"	"max_8"	"max_9"	"mean_1"	"mean_10"	"mean_11"	"mean_12"	"mean_2"	"mean_3"	"mean_4"	"mean_5"	"mean_6"	"mean_7"	"mean_8"	"mean_9"	"min_1"	"min_10"	"min_11"	"min_12"	"min_2"	"min_3"	"min_4"	"min_5"	"min_6"	"min_7"	"min_8"	"min_9"
2007	3,26935483870968	10,4354838709677	4,53	3,14032258064516	-0,205357142857143	8,16290322580645	12,7983333333333	15,5403225806452	21,1266666666667	20,9338709677419	21,9161290322581	15,73	0,445161290322581	7,04516129032258	2,07333333333333	1,55	-2,49642857142857	4,1	7,20333333333333	10,9467741935484	15,9433333333333	16,5161290322581	17,2709677419355	11,88	-2,4758064516129	4,00483870967742	-0,555	-0,0403225806451613	-4,7375	0,995161290322581	1,94	6,94838709677419	11,1366666666667	12,8548387096774	13,2758064516129	8,53
2008	4,04516129032258	11,1870967741935	5,17666666666667	2,93225806451613	5,37241379310345	4,36129032258065	11,5766666666667	16,908064516129	20,7283333333333	23,3306451612903	19,9112903225806	14,9566666666667	2,25322580645161	7,99193548387097	2,915	1,10161290322581	2,71379310344828	1,58709677419355	6,65666666666667	11,4693548387097	15,545	18,0951612903226	15,9370967741935	11,335	0,298387096774194	4,99193548387097	0,358333333333333	-0,604838709677419	0,282758620689655	-0,991935483870968	2,39333333333333	5,90645161290323	10,6683333333333	13,4129032258065	12,8693548387097	8,055
2009	0,770967741935484	8,22258064516129	6,76333333333333	0,638709677419355	0,119642857142857	3,5758064516129	12,9333333333333	16,4064516129032	18,45	21,9338709677419	21,5048387096774	17,7	-1,53387096774194	5,28548387096774	5,32666666666667	-1,96451612903226	-2,20535714285714	0,866129032258064	7,18666666666667	11,0838709677419	13,5966666666667	17,4548387096774	16,8435483870968	13,1133333333333	-3,75645161290323	2,4258064516129	3,72	-4,45483870967742	-4,35	-1,81612903225806	2,04833333333333	6,23548387096774	9,10166666666667	13,908064516129	12,8193548387097	9,345
2010	-4,70645161290323	9,00322580645161	2,51	-4,15161290322581	-2,62678571428571	3,35	10,2083333333333	15,6532258064516	20,22	24,6741935483871	20,6322580645161	15,3533333333333	-7,3741935483871	5,79516129032258	0,248333333333333	-6,96129032258064	-5,41785714285714	-0,461290322580645	5,285	10,7	15,0866666666667	19,8467741935484	16,8854838709677	11,8633333333333	-10,158064516129	3,09032258064516	-1,71333333333333	-10,3790322580645	-8,40892857142857	-3,73870967741935	1,17666666666667	6,45	10,395	15,7629032258065	13,7612903225806	8,725
2011	0,25	11,3112903225806	7,76666666666667	4,44677419354839	-1,37678571428571	4,67741935483871	13,62	16,1629032258065	21,355	23,3467741935484	21,0032258064516	17,75	-2,26774193548387	7,89838709677419	5,53666666666667	2,20806451612903	-4,60892857142857	1,09032258064516	8,43833333333333	10,9258064516129	16,5666666666667	18,9161290322581	16,7096774193548	13,645	-5,09193548387097	4,86290322580645	3,17	0,158064516129032	-7,80535714285714	-2,30967741935484	3,73833333333333	6,36774193548387	12,07	15,2096774193548	12,8870967741935	10,21
2012	1,05	9,48709677419355	6,245	-1,1241935483871	0,498275862068966	8,64032258064516	9,155	16,6983870967742	17,6733333333333	21,6870967741935	20,8016129032258	15,5216666666667	-1,16290322580645	6,50483870967742	4,22166666666667	-3,12096774193548	-3,23793103448276	4,51451612903226	4,565	11,2032258064516	13,41	17,2838709677419	16,4241935483871	12,0483333333333	-3,27258064516129	3,69838709677419	2,15166666666667	-5,43709677419355	-6,87758620689655	0,766129032258065	0,896666666666667	6,48709677419355	9,62	13,5048387096774	12,7532258064516	9,14
2013	-1,31129032258065	12,0322580645161	6,52333333333333	5,25967741935484	0,732142857142857	1,89193548387097	8,91833333333333	17,4370967741935	21,1066148617102	23,25	21,9435483870968	16,7083333333333	-3,74516129032258	8,71935483870968	4,00833333333333	3,14838709677419	-1,94642857142857	-2,90322580645161	4,11666666666667	12,35	16,1205220342398	18,0064516129032	16,95	12,3566666666667	-6,14677419354839	5,52903225806452	1,53666666666667	0,545161290322581	-4,44821428571429	-7,33064516129032	-0,115	8,00483870967742	11,8891014228159	13,3467741935484	12,0758064516129	7,94166666666667
2014	0,275806451612903	12,2129032258065	7,17666666666667	2,34516129032258	3,5125	8,44193548387097	11,94	15,0403225806452	18,8366666666667	25,1274193548387	21,3161290322581	17,2983333333333	-1,23870967741935	9,5741935483871	5,50166666666667	0,209677419354839	1,97321428571429	4,21612903225806	6,85166666666667	10,4645161290323	13,9333333333333	20,1258064516129	16,8838709677419	12,9083333333333	-2,83709677419355	6,7758064516129	3,68833333333333	-2,06935483870968	0,628571428571429	0,666129032258065	1,99833333333333	6,34354838709677	9,78166666666667	15,2225806451613	12,9903225806452	8,92333333333333
2015	2,95	11,8983870967742	7,53166666666667	6,42258064516129	3,17321428571429	7,71142157374424	12,9601581136627	14,2838709677419	18,925	20,9548387096774	22,241935483871	17,2533333333333	0,843548387096774	7,87903225806452	4,95666666666667	3,92741935483871	1,06071428571429	3,72887385392027	8,03747247964739	9,77741935483871	14,2283333333333	16,6112903225806	17,4145161290323	13,3333333333333	-1,04354838709677	4,45483870967742	2,47833333333333	1,36774193548387	-0,8625	0,45875723412888	3,26628846771551	5,82258064516129	10,0116666666667	13,0709677419355	12,7451612903226	10,0983333333333
2016	-1,62903225806452	9,93225806451613	4,18666666666667	4,39032258064516	3,25689655172414	6,25483870967742	10,0183333333333	17,5322580645161	21,0016666666667	23,1435483870968	20,7677419354839	19,4366666666667	-4,33064516129032	7,51612903225806	2,05333333333333	2,15161290322581	-0,0362068965517241	2,80161290322581	5,665	12,208064516129	16,1683333333333	18,1387096774194	16,3209677419355	14,9866666666667	-6,88225806451613	5,55645161290323	0,11	-0,511290322580645	-2,46551724137931	0,17258064516129	1,90833333333333	7,28225806451613	11,5816666666667	13,4532258064516	12,4387096774194	11,1816666666667
2017	2,00967741935484	11,0403225806452	5,95166666666667	NA	2,89285714285714	7,10322580645161	9,72	15,9983870967742	19,6783333333333	21,991935483871	20,8	16,165	-0,569354838709678	8,14354838709677	3,49833333333333	NA	0,0946428571428571	3,2758064516129	4,805	10,8967741935484	15,16	17,1209677419355	16,2483870967742	13,1216666666667	-3,03870967741935	5,63548387096774	0,958333333333333	NA	-2,43214285714286	0,0403225806451613	0,576666666666667	5,98387096774194	10,98	12,6983870967742	12,4483870967742	10,7633333333333
