"year"	"FFD"	"id"	"n_intact_seeds"	"n_fl"	"min_4"	"precipitation_3"	"precipitation_4"
"1995"	68.9416666667	"old_624"	4.76	6	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_473"	4.76	5	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_283"	9.52	10	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_642"	0	1	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_660"	0	3	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_616"	0	3	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_621"	4.76	3	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_272"	0	3	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_662"	0	5	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_620"	4.76	3	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_275"	0	4	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_278"	0	4	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_287"	0	11	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_284"	4.76	5	1.07166666666667	51.6	72.2
"1995"	73.9416666667	"old_281"	0	2	1.07166666666667	51.6	72.2
"1995"	78.9416666667	"old_656"	0	2	1.07166666666667	51.6	72.2
"1996"	59.6993055556	"old_4069"	9	25	0.538333333333333	9.1	4.7
"1996"	59.6993055556	"old_4080"	15	9	0.538333333333333	9.1	4.7
"1996"	59.6993055556	"old_4081"	9	8	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4039"	9	3	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_211"	5	7	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4083"	0	2	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4040"	0	3	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4019"	7	36	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4017"	3	3	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4082"	3	6	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4026"	4	7	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_52"	4	10	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4028"	7	4	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4009"	25	21	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_380"	4	5	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4"	0	3	0.538333333333333	9.1	4.7
"1996"	63.6993055556	"old_4031"	1	14	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_269"	5	7	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_4074"	37	20	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_4013"	17	7	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_4042"	12	12	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_4059"	2	11	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_275"	14	9	0.538333333333333	9.1	4.7
"1996"	65.6993055556	"old_4024"	6	12	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_58"	8	3	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4060"	15	5	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_290"	25	33	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_246"	7	3	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_70"	7	10	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4037"	7	2	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_426"	5	10	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4027"	9	7	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_248"	24	14	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4022"	12	11	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_131"	5	9	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_283"	20	24	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4005"	10	7	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4008"	11	3	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_238"	12	29	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4041"	11	14	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4057"	5	9	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4044"	3	7	0.538333333333333	9.1	4.7
"1996"	68.6993055556	"old_4023"	4	6	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_185"	0	3	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4079"	4	24	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4077"	0	3	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4053"	20	11	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4054"	0	7	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4078"	14	10	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4068"	4	23	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4071"	10	2	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4003"	0	1	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4055"	0	2	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4067"	3	3	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4025"	0	8	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4062"	18	6	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4089"	7	2	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4014"	0	2	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4000"	14	5	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_204"	6	4	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4006"	0	6	0.538333333333333	9.1	4.7
"1996"	70.6993055556	"old_4046"	4	8	0.538333333333333	9.1	4.7
"1996"	71.6993055556	"old_4070"	10	18	0.538333333333333	9.1	4.7
"1996"	71.6993055556	"old_823"	7	7	0.538333333333333	9.1	4.7
"1996"	71.6993055556	"old_4072"	7	6	0.538333333333333	9.1	4.7
"1996"	71.6993055556	"old_544"	35	32	0.538333333333333	9.1	4.7
"1996"	71.6993055556	"old_4084"	8	7	0.538333333333333	9.1	4.7
"1996"	71.6993055556	"old_4020"	0	20	0.538333333333333	9.1	4.7
"1996"	72.6993055556	"old_4066"	0	3	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4047"	0	4	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4015"	0	8	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4035"	2	4	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4038"	30	14	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4075"	0	2	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4032"	0	2	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4043"	0	8	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4004"	3	3	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_8"	0	1	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4045"	0	2	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4034"	6	4	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4007"	11	8	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4030"	5	3	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4016"	0	2	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_4076"	0	1	0.538333333333333	9.1	4.7
"1996"	73.6993055556	"old_262"	1	2	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4011"	0	6	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4085"	0	1	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4063"	2	5	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4036"	0	3	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4090"	0	5	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_450"	11	5	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4012"	5	5	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4050"	0	16	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4088"	10	3	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_276"	0	8	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_277"	5	6	0.538333333333333	9.1	4.7
"1996"	74.6993055556	"old_4018"	6	22	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4052"	2	14	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4002"	12	5	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_257"	0	5	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4051"	0	4	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_217"	3	4	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4086"	0	2	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4058"	0	3	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_286"	13	2	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4087"	0	3	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4048"	2	10	0.538333333333333	9.1	4.7
"1996"	76.6993055556	"old_4021"	0	5	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_4049"	4	4	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_4001"	0	2	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_285"	11	1	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_4033"	0	1	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_4010"	6	7	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_4029"	1	3	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_438"	0	1	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_64"	0	3	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_4061"	10	2	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_810"	0	2	0.538333333333333	9.1	4.7
"1996"	78.6993055556	"old_451"	0	2	0.538333333333333	9.1	4.7
"1996"	80.6993055556	"old_4065"	0	1	0.538333333333333	9.1	4.7
"1996"	80.6993055556	"old_4073"	8	5	0.538333333333333	9.1	4.7
"1996"	80.6993055556	"old_209"	1	1	0.538333333333333	9.1	4.7
"1996"	80.6993055556	"old_242"	3	4	0.538333333333333	9.1	4.7
"1996"	82.6993055556	"old_133"	0	3	0.538333333333333	9.1	4.7
"2006"	50.2743055556	"new_17"	25.1428571429	70	1.12333333333333	29.2	38.8
"2006"	50.2743055556	"new_55"	25	18	1.12333333333333	29.2	38.8
"2006"	52.2743055556	"new_16"	5.8333333333	40	1.12333333333333	29.2	38.8
"2006"	53.2743055556	"new_94"	4.6875	36	1.12333333333333	29.2	38.8
"2006"	53.2743055556	"new_8"	8	26	1.12333333333333	29.2	38.8
"2006"	53.2743055556	"new_6"	36	76	1.12333333333333	29.2	38.8
"2006"	53.2743055556	"new_12"	37.8222222222	15	1.12333333333333	29.2	38.8
"2006"	53.2743055556	"new_93"	8	35	1.12333333333333	29.2	38.8
"2006"	54.2743055556	"new_66"	0	22	1.12333333333333	29.2	38.8
"2006"	54.2743055556	"new_72"	15	20	1.12333333333333	29.2	38.8
"2006"	54.2743055556	"new_73"	12	22	1.12333333333333	29.2	38.8
"2006"	54.2743055556	"new_65"	11	21	1.12333333333333	29.2	38.8
"2006"	55.2743055556	"new_69"	10	34	1.12333333333333	29.2	38.8
"2006"	55.2743055556	"new_64"	0	28	1.12333333333333	29.2	38.8
"2006"	55.2743055556	"new_46"	9	6	1.12333333333333	29.2	38.8
"2006"	55.2743055556	"new_5"	21.3125	39	1.12333333333333	29.2	38.8
"2006"	55.928605615	"new_27"	20	21	1.12333333333333	29.2	38.8
"2006"	55.928605615	"new_26"	0	3	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_2"	0	2	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_57"	24	40	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_71"	0	7	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_67"	10	13	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_3"	0	8	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_68"	0	14	1.12333333333333	29.2	38.8
"2006"	56.2743055556	"new_122"	2	3	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_91"	14.04	34	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_152"	15.4285714286	58	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_151"	0	27	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_145"	15	12	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_156"	0	7	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_144"	25	23	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_143"	0	14	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_155"	0	4	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_149"	0	5	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_148"	8	5	1.12333333333333	29.2	38.8
"2006"	57.2743055556	"new_146"	20	16	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_36"	15	25	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_47"	6.375	12	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_15"	27.625	38	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_29"	15	43	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_19"	17	21	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_70"	0	3	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_18"	8.1818181818	13	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_32"	16	8	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_53"	0	34	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_48"	2	34	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_31"	0	12	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_50"	34	40	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_60"	6	12	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_24"	4	39	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_20"	11.7674418605	51	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_97"	0	36	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_10"	43.4845360825	180	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_35"	5.8507462687	100	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_90"	38.7692307692	65	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_37"	31.0909090909	31	1.12333333333333	29.2	38.8
"2006"	58.2743055556	"new_21"	34	26	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_153"	1	6	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_154"	0	4	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_13"	17	25	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_141"	0	1	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_142"	0	9	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_39"	2.25	20	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_11"	9	22	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_38"	1	7	1.12333333333333	29.2	38.8
"2006"	59.2743055556	"new_147"	0	4	1.12333333333333	29.2	38.8
"2006"	60.2743055556	"new_140"	44	49	1.12333333333333	29.2	38.8
"2006"	61.2743055556	"new_139"	0	4	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_79"	0	1	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_76"	0	8	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_83"	0	14	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_59"	4	10	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_82"	0	6	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_85"	0	16	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_80"	0	4	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_54"	0	21	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_74"	0	9	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_61"	0	5	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_63"	0	7	1.12333333333333	29.2	38.8
"2006"	62.2743055556	"new_58"	13	7	1.12333333333333	29.2	38.8
"2006"	64.2743055556	"new_78"	0	9	1.12333333333333	29.2	38.8
"2006"	66.2743055556	"new_81"	0	2	1.12333333333333	29.2	38.8
"2006"	68.2743055556	"new_150"	0	3	1.12333333333333	29.2	38.8
"2006"	70.2743055556	"new_75"	0	3	1.12333333333333	29.2	38.8
"2006"	71.2743055556	"new_84"	3	8	1.12333333333333	29.2	38.8
"2006"	75.2743055556	"new_56"	0	1	1.12333333333333	29.2	38.8
"2006"	75.2743055556	"new_77"	3	3	1.12333333333333	29.2	38.8
"2007"	38.0319444444	"new_35"	15	155	1.94	37.5	28.8
"2007"	39.0319444444	"new_98"	8.4444444444	64	1.94	37.5	28.8
"2007"	40.0319444444	"new_100"	23	68	1.94	37.5	28.8
"2007"	41.0319444444	"new_91"	11	66	1.94	37.5	28.8
"2007"	42.0319444444	"new_48"	10	36	1.94	37.5	28.8
"2007"	43.0319444444	"new_22"	6	211	1.94	37.5	28.8
"2007"	43.0319444444	"new_10"	7	290	1.94	37.5	28.8
"2007"	43.0319444444	"new_54"	3	133	1.94	37.5	28.8
"2007"	43.3105075933	"new_27"	12	34	1.94	37.5	28.8
"2007"	44.0319444444	"new_20"	24	66	1.94	37.5	28.8
"2007"	44.0319444444	"new_93"	1	68	1.94	37.5	28.8
"2007"	44.0319444444	"new_211"	10.5128205128	67	1.94	37.5	28.8
"2007"	45.0319444444	"new_4"	2	46	1.94	37.5	28.8
"2007"	45.0319444444	"new_102"	5	20	1.94	37.5	28.8
"2007"	45.0319444444	"new_18"	0	10	1.94	37.5	28.8
"2007"	45.0319444444	"new_97"	21	53	1.94	37.5	28.8
"2007"	45.0319444444	"new_14"	0	32	1.94	37.5	28.8
"2007"	45.0319444444	"new_46"	9	13	1.94	37.5	28.8
"2007"	46.0319444444	"new_9"	8.3333333333	85	1.94	37.5	28.8
"2007"	46.0319444444	"new_103"	4	33	1.94	37.5	28.8
"2007"	46.0319444444	"new_99"	0	68	1.94	37.5	28.8
"2007"	47.0319444444	"new_26"	11	9	1.94	37.5	28.8
"2007"	47.0319444444	"new_19"	19.5	9	1.94	37.5	28.8
"2007"	47.0319444444	"new_55"	7	4	1.94	37.5	28.8
"2007"	47.5561741381	"new_95"	11	101	1.94	37.5	28.8
"2007"	47.5561741381	"new_17"	0	7	1.94	37.5	28.8
"2007"	48.0319444444	"new_37"	8	19	1.94	37.5	28.8
"2007"	48.0319444444	"new_13"	0	16	1.94	37.5	28.8
"2007"	48.0319444444	"new_49"	12	32	1.94	37.5	28.8
"2007"	48.2236842955	"new_57"	16	5	1.94	37.5	28.8
"2007"	49.0319444444	"new_108"	11	27	1.94	37.5	28.8
"2007"	49.0319444444	"new_84"	11	144	1.94	37.5	28.8
"2007"	49.0319444444	"new_92"	0	33	1.94	37.5	28.8
"2007"	49.0319444444	"new_24"	0	41	1.94	37.5	28.8
"2007"	49.0319444444	"new_104"	0	21	1.94	37.5	28.8
"2007"	50.0319444444	"new_90"	0	33	1.94	37.5	28.8
"2007"	50.0319444444	"new_107"	14	16	1.94	37.5	28.8
"2007"	50.0319444444	"new_109"	1	35	1.94	37.5	28.8
"2007"	51.0319444444	"new_116"	0	11	1.94	37.5	28.8
"2007"	51.0319444444	"new_53"	14	32	1.94	37.5	28.8
"2007"	51.0319444444	"new_113"	8	20	1.94	37.5	28.8
"2007"	51.2944197344	"new_63"	3	2	1.94	37.5	28.8
"2007"	51.8018406828	"new_96"	0	22	1.94	37.5	28.8
"2007"	51.8018406828	"new_11"	8	8	1.94	37.5	28.8
"2007"	52.0319444444	"new_6"	2	27	1.94	37.5	28.8
"2007"	52.0319444444	"new_23"	0	61	1.94	37.5	28.8
"2007"	52.0319444444	"new_94"	17	35	1.94	37.5	28.8
"2007"	52.0319444444	"new_39"	0	53	1.94	37.5	28.8
"2007"	52.0319444444	"new_120"	11	43	1.94	37.5	28.8
"2007"	52.0319444444	"new_12"	12	51	1.94	37.5	28.8
"2007"	53.0319444444	"new_47"	1	13	1.94	37.5	28.8
"2007"	53.0319444444	"new_52"	3.1764705882	18	1.94	37.5	28.8
"2007"	53.0319444444	"new_110"	3	21	1.94	37.5	28.8
"2007"	53.0319444444	"new_114"	12	11	1.94	37.5	28.8
"2007"	53.0319444444	"new_38"	3	11	1.94	37.5	28.8
"2007"	53.0319444444	"new_119"	0	15	1.94	37.5	28.8
"2007"	53.0319444444	"new_30"	1.0526315789	24	1.94	37.5	28.8
"2007"	53.0319444444	"new_29"	0	22	1.94	37.5	28.8
"2007"	53.1368609977	"new_2"	0	4	1.94	37.5	28.8
"2007"	53.1368609977	"new_3"	4.4444444444	28	1.94	37.5	28.8
"2007"	54.0319444444	"new_126"	0	8	1.94	37.5	28.8
"2007"	54.0319444444	"new_118"	0	9	1.94	37.5	28.8
"2007"	54.0319444444	"new_101"	2	6	1.94	37.5	28.8
"2007"	54.0319444444	"new_117"	0	7	1.94	37.5	28.8
"2007"	54.0319444444	"new_25"	16	9	1.94	37.5	28.8
"2007"	54.0319444444	"new_85"	0	14	1.94	37.5	28.8
"2007"	55.0319444444	"new_106"	0	7	1.94	37.5	28.8
"2007"	55.0319444444	"new_16"	0	37	1.94	37.5	28.8
"2007"	55.0319444444	"new_31"	17	87	1.94	37.5	28.8
"2007"	56.0319444444	"new_7"	0	27	1.94	37.5	28.8
"2007"	56.0319444444	"new_56"	16	28	1.94	37.5	28.8
"2007"	56.0319444444	"new_75"	5	30	1.94	37.5	28.8
"2007"	56.2075964366	"new_124"	0	4	1.94	37.5	28.8
"2007"	56.715017385	"new_105"	4	19	1.94	37.5	28.8
"2007"	57.0319444444	"new_61"	0	13	1.94	37.5	28.8
"2007"	57.0319444444	"new_15"	14	16	1.94	37.5	28.8
"2007"	57.0319444444	"new_115"	4	11	1.94	37.5	28.8
"2007"	58.0319444444	"new_8"	0	17	1.94	37.5	28.8
"2007"	58.0319444444	"new_34"	5	11	1.94	37.5	28.8
"2007"	58.0319444444	"new_128"	0	13	1.94	37.5	28.8
"2007"	58.0319444444	"new_121"	8	30	1.94	37.5	28.8
"2007"	59.0319444444	"new_129"	6	6	1.94	37.5	28.8
"2007"	59.0319444444	"new_130"	0	2	1.94	37.5	28.8
"2007"	59.0319444444	"new_122"	5	5	1.94	37.5	28.8
"2007"	59.8924789632	"new_50"	0	5	1.94	37.5	28.8
"2007"	59.8924789632	"new_131"	0	3	1.94	37.5	28.8
"2007"	60.0319444444	"new_112"	18	10	1.94	37.5	28.8
"2007"	60.4532629813	"new_36"	0	2	1.94	37.5	28.8
"2007"	61.0319444444	"new_59"	4	26	1.94	37.5	28.8
"2007"	61.0319444444	"new_111"	0	7	1.94	37.5	28.8
"2007"	62.3490673143	"new_132"	0	2	1.94	37.5	28.8
"2007"	63.0319444444	"new_123"	0	4	1.94	37.5	28.8
"2007"	63.0319444444	"new_125"	0	3	1.94	37.5	28.8
"2008"	39.7888888889	"new_27"	24	13	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_118"	24	25	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_35"	44	66	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_121"	33.0666666667	18	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_21"	96	52	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_22"	40.1333333333	191	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_48"	0	30	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_20"	32.7724137931	58	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_38"	0	3	2.39333333333333	39.1	41.5
"2008"	39.7888888889	"new_54"	94.347826087	148	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_18"	18	5	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_4"	26.3225806452	55	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_97"	32	76	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_120"	20.6060606061	28	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_113"	14	6	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_15"	33.4545454545	49	2.39333333333333	39.1	41.5
"2008"	43.7888888889	"new_107"	22	15	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_13"	0	26	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_8"	8	21	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_56"	13	35	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_92"	31	16	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_26"	72.8	34	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_12"	19	12	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_16"	0	43	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_10"	89.4857142857	156	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_105"	14.358974359	48	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_19"	6	7	2.39333333333333	39.1	41.5
"2008"	44.7888888889	"new_50"	37.5	49	2.39333333333333	39.1	41.5
"2008"	45.7888888889	"new_109"	0	4	2.39333333333333	39.1	41.5
"2008"	45.7888888889	"new_53"	0	45	2.39333333333333	39.1	41.5
"2008"	45.7888888889	"new_9"	58.5714285714	77	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_24"	32	16	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_31"	46	12	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_114"	4	93	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_102"	31.1666666667	53	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_17"	13.2	24	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_123"	11	7	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_110"	4	11	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_84"	63	82	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_75"	37	17	2.39333333333333	39.1	41.5
"2008"	46.7888888889	"new_115"	17	16	2.39333333333333	39.1	41.5
"2008"	47.7888888889	"new_100"	2	35	2.39333333333333	39.1	41.5
"2008"	47.7888888889	"new_23"	15.4	31	2.39333333333333	39.1	41.5
"2008"	47.7888888889	"new_30"	0	22	2.39333333333333	39.1	41.5
"2008"	47.7888888889	"new_103"	14.6153846154	13	2.39333333333333	39.1	41.5
"2008"	47.7888888889	"new_61"	19	23	2.39333333333333	39.1	41.5
"2008"	47.7888888889	"new_52"	6	6	2.39333333333333	39.1	41.5
"2008"	48.7888888889	"new_39"	3	32	2.39333333333333	39.1	41.5
"2008"	48.7888888889	"new_94"	19.5	47	2.39333333333333	39.1	41.5
