"year" "id"
"792" "1991" "old_1008"
"793" "1991" "old_427"
"794" "1991" "old_242"
"795" "1991" "old_525"
"796" "1991" "old_222"
"797" "1991" "old_463"
"798" "1991" "old_447"
"799" "1991" "old_423"
"800" "1991" "old_31"
"801" "1991" "old_267"
"802" "1991" "old_526"
"803" "1991" "old_220"
"804" "1992" "old_210"
"805" "1992" "old_6"
"806" "1992" "old_605"
"807" "1992" "old_7"
"808" "1992" "old_27"
"809" "1992" "old_209"
"810" "1992" "old_461"
"811" "1992" "old_245"
"812" "1992" "old_433"
"813" "1992" "old_133"
"814" "1992" "old_612"
"815" "1992" "old_466"
"816" "1992" "old_626"
"817" "1992" "old_263"
"818" "1992" "old_272"
"819" "1992" "old_606"
"820" "1992" "old_508"
"821" "1992" "old_240"
"822" "1992" "old_4"
"823" "1992" "old_391"
"824" "1992" "old_437"
"825" "1992" "old_636"
"826" "1992" "old_527"
"827" "1992" "old_814"
"828" "1992" "old_287"
"829" "1992" "old_627"
"830" "1992" "old_440"
"831" "1992" "old_473"
"832" "1992" "old_629"
"833" "1992" "old_1"
"834" "1992" "old_607"
"835" "1992" "old_609"
"836" "1992" "old_450"
"837" "1992" "old_405"
"838" "1992" "old_284"
"839" "1992" "old_223"
"840" "1992" "old_944"
"841" "1992" "old_611"
"842" "1992" "old_614"
"843" "1992" "old_624"
"844" "1992" "old_400"
"845" "1992" "old_252"
"846" "1992" "old_8"
"847" "1992" "old_423"
"848" "1992" "old_417"
"849" "1992" "old_621"
"850" "1992" "old_695"
"851" "1992" "old_283"
"852" "1992" "old_625"
"853" "1992" "old_188"
"854" "1992" "old_464"
"855" "1992" "old_623"
"856" "1992" "old_120"
"857" "1992" "old_573"
"858" "1992" "old_3"
"859" "1992" "old_226"
"860" "1992" "old_384"
"861" "1992" "old_278"
"862" "1992" "old_618"
"863" "1992" "old_277"
"864" "1992" "old_444"
"865" "1992" "old_448"
"866" "1992" "old_198"
"867" "1992" "old_785"
"868" "1992" "old_617"
"869" "1992" "old_222"
"870" "1992" "old_216"
"871" "1992" "old_264"
"872" "1992" "old_386"
"873" "1992" "old_620"
"874" "1992" "old_275"
"875" "1992" "old_613"
"876" "1992" "old_789"
"877" "1992" "old_397"
"878" "1992" "old_2"
"879" "1992" "old_628"
"880" "1992" "old_796"
"881" "1992" "old_543"
"882" "1992" "old_213"
"883" "1992" "old_176"
"884" "1992" "old_411"
"885" "1992" "old_199"
"886" "1992" "old_341"
"887" "1992" "old_610"
"888" "1992" "old_469"
"889" "1992" "old_217"
"890" "1992" "old_378"
"891" "1992" "old_290"
"892" "1992" "old_171"
"893" "1992" "old_439"
"894" "1992" "old_380"
"895" "1992" "old_608"
"896" "1992" "old_462"
"897" "1992" "old_472"
"898" "1992" "old_276"
"899" "1992" "old_385"
"900" "1992" "old_377"
"901" "1992" "old_431"
"902" "1992" "old_407"
"903" "1992" "old_694"
"904" "1992" "old_616"
"905" "1992" "old_281"
"906" "1992" "old_463"
"907" "1992" "old_622"
"908" "1992" "old_615"
"909" "1992" "old_426"
"910" "1992" "old_801"
"911" "1992" "old_251"
"912" "1992" "old_254"
"913" "1992" "old_753"
"914" "1992" "old_325"
"915" "1992" "old_274"
"916" "1992" "old_410"
"917" "1992" "old_452"
"918" "1992" "old_825"
"919" "1992" "old_619"
"920" "1993" "old_287"
"921" "1993" "old_579"
"922" "1993" "old_223"
"923" "1993" "old_651"
"924" "1993" "old_356"
"925" "1993" "old_227"
"926" "1993" "old_627"
"927" "1993" "old_221"
"928" "1993" "old_260"
"929" "1993" "old_614"
"930" "1993" "old_437"
"931" "1993" "old_446"
"932" "1993" "old_613"
"933" "1993" "old_615"
"934" "1993" "old_209"
"935" "1993" "old_264"
