year	id	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	FFD_corr	vernal	FFD_julian	FFD_action	grazing_date	grazing_julian	bud_data
2016	102																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
2016	103																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	104																																												14/05/2016	20/03/16 04:37	54,8076388889	ok			0
2016	106																																												05/05/2016	20/03/16 04:37	45,8076388889	ok			0
2016	107																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	109																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	110																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	111																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	116																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
2016	117																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	126																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
2016	128																																												22/05/2016	20/03/16 04:37	62,8076388889	ok			0
2016	129																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	130																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	131																																												21/05/2016	20/03/16 04:37	61,8076388889	ok			0
2016	132																																												25/05/2016	20/03/16 04:37	65,8076388889	ok			0
2016	133																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	135																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	136																																												16/05/2016	20/03/16 04:37	56,8076388889	ok			0
2016	138																																												16/05/2016	20/03/16 04:37	56,8076388889	ok			0
2016	211																																												14/05/2016	20/03/16 04:37	54,8076388889	ok			0
2016	212																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	215																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	216																																												24/05/2016	20/03/16 04:37	64,8076388889	ok			0
2016	217																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	220																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	221																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	222																																												21/05/2016	20/03/16 04:37	61,8076388889	ok			0
2016	223																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	225																																												17/05/2016	20/03/16 04:37	57,8076388889	ok			0
2016	226																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	228																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	229																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	230																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	232																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	233																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
2016	234																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	236																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	237																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	238																																												24/05/2016	20/03/16 04:37	64,8076388889	ok			0
2016	240																																												16/05/2016	20/03/16 04:37	56,8076388889	ok			0
2016	241																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	248																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	249																																												24/05/2016	20/03/16 04:37	64,8076388889	ok			0
2016	250																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	251																																												14/05/2016	20/03/16 04:37	54,8076388889	ok			0
2016	252																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	253																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	301																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	303																																												06/05/2016	20/03/16 04:37	46,8076388889	ok			0
2016	304																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	305																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
2016	308																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	309																																												17/05/2016	20/03/16 04:37	57,8076388889	ok			0
2016	310																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	339																																												19/05/2016	20/03/16 04:37	59,8076388889	ok			0
2016	401																																												14/05/2016	20/03/16 04:37	54,8076388889	ok			0
2016	402																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	403																																												16/05/2016	20/03/16 04:37	56,8076388889	ok			0
2016	404																																												16/05/2016	20/03/16 04:37	56,8076388889	ok			0
2016	405																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	406																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	407																																												06/05/2016	20/03/16 04:37	46,8076388889	ok			0
2016	408																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	409																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	410																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	411																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	412																																												14/05/2016	20/03/16 04:37	54,8076388889	ok			0
2016	413																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	1413																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2017	2																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	3																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	6																																												22/05/2017	20/03/17 10:26	62,5652777778	ok			0
2017	7																																												22/05/2017	20/03/17 10:26	62,5652777778	ok			0
2017	8																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	9																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	10																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	13																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	15																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	16																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	18																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	20																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	21																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	22																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	24																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	26																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	29																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	33																																												22/05/2017	20/03/17 10:26	62,5652777778	ok			0
2017	35																																												NA	20/03/17 10:26	NA	impute			0
2017	36																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	37																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	38																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	39																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	46																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	47																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	48																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	49																																												13/05/2017	20/03/17 10:26	53,5652777778	ok			0
2017	50																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	52																																												25/05/2017	20/03/17 10:26	65,5652777778	ok			0
2017	53																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	55																																												05/05/2017	20/03/17 10:26	45,5652777778	ok			0
2017	57																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	59																																												25/05/2017	20/03/17 10:26	65,5652777778	ok			0
2017	60																																												14/05/2017	20/03/17 10:26	54,5652777778	ok			0
2017	61																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	84																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	90																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	91																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	92																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	93																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	94																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	95																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	98																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	100																																												14/05/2017	20/03/17 10:26	54,5652777778	ok			0
2017	101																																												22/05/2017	20/03/17 10:26	62,5652777778	ok			0
2017	102																																												22/05/2017	20/03/17 10:26	62,5652777778	ok			0
2017	103																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	104																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	106																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	107																																												25/05/2017	20/03/17 10:26	65,5652777778	ok			0
2017	108																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	109																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	110																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	111																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	112																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	116																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	117																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	119																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	120																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	126																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	128																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	129																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	130																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	131																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	132																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	133																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	134																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	212																																												05/05/2017	20/03/17 10:26	45,5652777778	ok			0
2017	214																																												14/05/2017	20/03/17 10:26	54,5652777778	ok			0
2017	215																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	216																																												NA	20/03/17 10:26	NA	impute			0
2017	217																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	221																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	222																																												27/05/2017	20/03/17 10:26	67,5652777778	ok			0
2017	225																																												25/05/2017	20/03/17 10:26	65,5652777778	ok			0
2017	226																																												25/05/2017	20/03/17 10:26	65,5652777778	ok			0
2017	228																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	229																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	232																																												14/05/2017	20/03/17 10:26	54,5652777778	ok			0
2017	233																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	234																																												24/05/2017	20/03/17 10:26	64,5652777778	ok			0
2017	235																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	236																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	237																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	238																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	239																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	240																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	241																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	244																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	246																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	247																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	248																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	250																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	251																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	253																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	301																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	303																																												14/05/2017	20/03/17 10:26	54,5652777778	ok			0
2017	304																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	305																																												21/05/2017	20/03/17 10:26	61,5652777778	ok			0
2017	307																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	308																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	309																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	310																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	401																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	402																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	403																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	405																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	406																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	407																																												15/05/2017	20/03/17 10:26	55,5652777778	ok			0
2017	408																																												NA	20/03/17 10:26	NA	impute			0
2017	409																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	410																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	411																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	413																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	501																																												16/05/2017	20/03/17 10:26	56,5652777778	ok			0
2017	502																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	503																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	504																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	505																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	506																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	507																																												18/05/2017	20/03/17 10:26	58,5652777778	ok			0
2017	508																																												23/05/2017	20/03/17 10:26	63,5652777778	ok			0
2017	509																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	510																																												22/05/2017	20/03/17 10:26	62,5652777778	ok			0
2017	511																																												19/05/2017	20/03/17 10:26	59,5652777778	ok			0
2017	512																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	513																																												17/05/2017	20/03/17 10:26	57,5652777778	ok			0
2017	514																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	515																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
2017	516																																												26/05/2017	20/03/17 10:26	66,5652777778	ok			0
2017	517																																												27/05/2017	20/03/17 10:26	67,5652777778	ok			0
2017	518																																												20/05/2017	20/03/17 10:26	60,5652777778	ok			0
