year	id	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	FFD_corr	vernal	FFD_julian	FFD_action	grazing_date	grazing_julian	bud_data
2011	223																		L		XL																								16/05/2011	20/03/11 23:31	56,0201388889	ok			1
2011	224																		L		XL																								19/05/2011	20/03/11 23:31	59,0201388889	ok			1
2011	225																		L		XL																								17/05/2011	20/03/11 23:31	57,0201388889	ok			1
2011	226																		XL		XL																								17/05/2011	20/03/11 23:31	57,0201388889	ok			1
2011	227																				XL																								17/05/2011	20/03/11 23:31	57,0201388889	ok			1
2011	228																																												13/05/2011	20/03/11 23:31	53,0201388889	ok			0
2012	2																																												NA	20/03/12 05:20	NA	impute	23/04/2012	33,7777777778	0
2012	3	S							S							XL			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	4	S																																											NA	20/03/12 05:20	NA	impute	30/04/2012	40,7777777778	1
2012	6	S							S							S			L				XL																						15/05/2012	20/03/12 05:20	55,7777777778	ok			1
2012	7	S							S							S			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	8	S							S							M			L				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	9	S							S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	10	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	12																		XL																										NA	20/03/12 05:20	NA	impute	14/05/2012	54,7777777778	1
2012	13	S							S							L			XL				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok_g			1
2012	14	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	15	S							S							M			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	16	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	18	S							S							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	20	S							S							XL			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	21	S							S							M			M				L			L																			20/05/2012	20/03/12 05:20	60,7777777778	ok			1
2012	22	S							S							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	24	S							S							M			L				XL																						15/05/2012	20/03/12 05:20	55,7777777778	ok			1
2012	25	S							S							L			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	26																		XL																										NA	20/03/12 05:20	NA	impute	14/05/2012	54,7777777778	1
2012	27	S							S							S			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	29	S							S							M			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	30															S			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	31																		XL																										NA	20/03/12 05:20	NA	impute	14/05/2012	54,7777777778	1
2012	33	S							S							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	35	S							S							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	36	S							S							S			M				XL			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	37	S							S							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	38	S							S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	39	S							S							S			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	43	S							S							S			M				XL			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	48	S							S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	49	S							S							XL			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	50															S			S				S			M				XL															22/05/2012	20/03/12 05:20	62,7777777778	ok			1
2012	52	S							S							S			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	53	S							M							L			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	54	S							M							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	55	S							L							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	56	S							S							S			S				M			L																			20/05/2012	20/03/12 05:20	60,7777777778	ok			1
2012	57	S							S							M			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	59	S							S							S			M				M			L																			20/05/2012	20/03/12 05:20	60,7777777778	ok			1
2012	60	S							S							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	61															S			S				M			L				XL															22/05/2012	20/03/12 05:20	62,7777777778	ok			1
2012	75	S							S							S			M				XL			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	84	S							S							XL			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	85	S							S							S			S				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	90																		S				S			S				M			L												26/05/2012	20/03/12 05:20	66,7777777778	ok			1
2012	91	S							S							M			L				XL																						15/05/2012	20/03/12 05:20	55,7777777778	ok			1
2012	93	S							M							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	94	S							S							S			M				XL			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	95	S							S							S			S				L																						17/05/2012	20/03/12 05:20	57,7777777778	ok			1
2012	96	S							S							M			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	97																						S			S				M			XL												25/05/2012	20/03/12 05:20	65,7777777778	ok			1
2012	98	S							S							M			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	99																																												NA	20/03/12 05:20	NA	impute	30/04/2012	40,7777777778	0
2012	100	S							S							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	101								S							M			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	102	S							S							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	103	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	106	S							S							S			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	107	S							S							S			S				L																						19/05/2012	20/03/12 05:20	59,7777777778	ok			1
2012	108								S							S			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	109	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok_g			1
2012	110								S							M			L				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	111	S							S							S			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	112								S							M			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	114																																												NA	20/03/12 05:20	NA	impute	23/04/2012	33,7777777778	0
2012	115	S							S							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	116	S							S							S			S				M			L																			20/05/2012	20/03/12 05:20	60,7777777778	ok			1
2012	117	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	118	S							M							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	120	S							S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	121																						S			S				M			L												27/05/2012	20/03/12 05:20	67,7777777778	ok			1
2012	122															M																													NA	20/03/12 05:20	NA	impute	10/05/2012	50,7777777778	1
2012	123	S							S							M			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	125	S							S							M			L				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	128	S							M							XL			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	130								S							S			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	133	S							S							M			L				XL																						15/05/2012	20/03/12 05:20	55,7777777778	ok			1
2012	134								S							S			S				M			L				XL															22/05/2012	20/03/12 05:20	62,7777777778	ok			1
2012	135								S							S			S				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	136	S							S							M			L				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	137															S			S				S			M				L															24/05/2012	20/03/12 05:20	64,7777777778	ok			1
2012	138	S							S							XL			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	212																																												NA	20/03/12 05:20	NA	impute	23/04/2012	33,7777777778	0
2012	213	S							S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	216	S							S							S			S				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	217	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	219	S							S							S			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	220								S							M			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	221	S							M							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	222															M			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	223	S							S							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	224	S							S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	226								S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	227	S							S							M			M				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	228																																												NA	20/03/12 05:20	NA	impute	30/04/2012	40,7777777778	0
2012	229																		XL																										NA	20/03/12 05:20	NA	impute	14/05/2012	54,7777777778	1
2012	230	S							S							M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	231								S							S			M				XL																						15/05/2012	20/03/12 05:20	55,7777777778	ok			1
2012	232								S							S			S				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	233								S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	234								M							L			XL																										12/05/2012	20/03/12 05:20	52,7777777778	ok			1
2012	235								S							M			L				XL																						15/05/2012	20/03/12 05:20	55,7777777778	ok			1
2012	236	S							S							S			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	237								S							L			XL																										11/05/2012	20/03/12 05:20	51,7777777778	ok			1
2012	238								S							XL																													08/05/2012	20/03/12 05:20	48,7777777778	ok			1
2012	239															M			L																										13/05/2012	20/03/12 05:20	53,7777777778	ok			1
2012	240															S			M				M			L																			20/05/2012	20/03/12 05:20	60,7777777778	ok			1
2012	241															S			L				XL																						16/05/2012	20/03/12 05:20	56,7777777778	ok			1
2012	242															M			M				L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	243																													XL															NA	20/03/12 05:20	NA	impute	24/05/2012	64,7777777778	1
2012	244																						L			XL																			18/05/2012	20/03/12 05:20	58,7777777778	ok			1
2012	245																																												21/05/2012	20/03/12 05:20	61,7777777778	ok			0
2012	246																													XL															23/05/2012	20/03/12 05:20	63,7777777778	ok			1
2013	2																						XL																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	3																						M																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	9																						M																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	10																						XL																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	13																						L																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	15																						XL																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	18																																												NA	20/03/13 11:10	NA	impute	08/05/2013	48,5347222222	0
2013	20																						L																						21/05/2013	20/03/13 11:10	61,5347222222	ok			1
2013	21																						M																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	22															S							L																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	24																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	26																						L																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	29																						L																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	30																						M																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	33																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	35																												XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	36																						XL																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	37																						XL																						21/05/2013	20/03/13 11:10	61,5347222222	ok			1
2013	38																																												NA	20/03/13 11:10	NA	impute	15/05/2013	55,5347222222	0
2013	39																																												19/05/2013	20/03/13 11:10	59,5347222222	ok			0
2013	40																																												NA	20/03/13 11:10	NA	impute	08/05/2013	48,5347222222	0
2013	43																						S																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	46																						L																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	48																						M																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	54															S							L																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	56																												L																23/05/2013	20/03/13 11:10	63,5347222222	ok			1
2013	57																						L																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	60																						XL																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	75																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	84																																												18/05/2013	20/03/13 11:10	58,5347222222	ok			0
2013	90																						M																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	93																						XL																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	94																						S																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	98																						L																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	100																						L																						21/05/2013	20/03/13 11:10	61,5347222222	ok			1
2013	101																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	102																						L																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	103																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	106																						S																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	107																						S						L			XL													25/05/2013	20/03/13 11:10	65,5347222222	ok			1
2013	108															S							M																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	109																						M																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	110																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	111																						L																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	112																						M																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	114																																												16/05/2013	20/03/13 11:10	56,5347222222	ok			0
2013	117																						L																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	118																						S						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	121																						XL																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	125																						M						XL																22/05/2013	20/03/13 11:10	62,5347222222	ok			1
2013	126																						M																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	128																						L																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	130																						L																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	131																																												NA	20/03/13 11:10	NA	impute	15/05/2013	55,5347222222	0
2013	133																						XL																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	136																						S																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	211																						S																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	212																						L																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	216															S							XL																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	217																						S																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	225																						M																						18/05/2013	20/03/13 11:10	58,5347222222	ok			1
2013	226																						M						L																23/05/2013	20/03/13 11:10	63,5347222222	ok			1
2013	230																						L																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	231																						S																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	239																						S																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	241															S							XL																						16/05/2013	20/03/13 11:10	56,5347222222	ok			1
2013	247																						XL																						20/05/2013	20/03/13 11:10	60,5347222222	ok			1
2013	248															S							XL																						19/05/2013	20/03/13 11:10	59,5347222222	ok			1
2013	249																						S																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	250																						M																						17/05/2013	20/03/13 11:10	57,5347222222	ok			1
2013	251																						L																						21/05/2013	20/03/13 11:10	61,5347222222	ok			1
2013	252																																												19/05/2013	20/03/13 11:10	59,5347222222	ok			0
2013	253																																												21/05/2013	20/03/13 11:10	61,5347222222	ok			0
2014	2													S																															NA	20/03/14 16:59	NA	impute			1
2014	3		S			S								L																															04/05/2014	20/03/14 16:59	44,2923611111	ok			1
2014	9													L																															09/05/2014	20/03/14 16:59	49,2923611111	ok			1
2014	10					S								S								L																							15/05/2014	20/03/14 16:59	55,2923611111	ok			1
2014	12													S								L																							15/05/2014	20/03/14 16:59	55,2923611111	ok			1
2014	13													S								L																							16/05/2014	20/03/14 16:59	56,2923611111	ok			1
2014	15		S			M																																							02/05/2014	20/03/14 16:59	42,2923611111	ok			1
2014	16													S								M																							17/05/2014	20/03/14 16:59	57,2923611111	ok			1
2014	20		S			S								L																															09/05/2014	20/03/14 16:59	49,2923611111	ok			1
2014	21		S			S								L																															07/05/2014	20/03/14 16:59	47,2923611111	ok			1
2014	22					S								L																															08/05/2014	20/03/14 16:59	48,2923611111	ok			1
2014	24													S								L																							16/05/2014	20/03/14 16:59	56,2923611111	ok			1
2014	26																					S						L																	22/05/2014	20/03/14 16:59	62,2923611111	ok			1
2014	34													S								L																							16/05/2014	20/03/14 16:59	56,2923611111	ok			1
2014	36													S								M																							18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	37													S								M																							18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	38		S			M																																							02/05/2014	20/03/14 16:59	42,2923611111	ok			1
2014	39																					M																							18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	43													S								S						S						L											24/05/2014	20/03/14 16:59	64,2923611111	ok			1
2014	46		S			L																																							01/05/2014	20/03/14 16:59	41,2923611111	ok			1
2014	47																					S						L																	22/05/2014	20/03/14 16:59	62,2923611111	ok			1
2014	48													M																															18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	50													M																															12/05/2014	20/03/14 16:59	52,2923611111	ok			1
2014	52													S								L																							15/05/2014	20/03/14 16:59	55,2923611111	ok			1
2014	54		S			S								M																															11/05/2014	20/03/14 16:59	51,2923611111	ok			1
2014	55		M			L																																							01/05/2014	20/03/14 16:59	41,2923611111	ok			1
2014	56													S																															NA	20/03/14 16:59	NA	impute			1
2014	60													S								L																							15/05/2014	20/03/14 16:59	55,2923611111	ok			1
2014	61																											S																	26/05/2014	20/03/14 16:59	66,2923611111	ok			1
2014	75																					L																							NA	20/03/14 16:59	NA	impute	20/05/2014	60,2923611111	1
2014	84													S								L																							16/05/2014	20/03/14 16:59	56,2923611111	ok			1
2014	85					S								S																															13/05/2014	20/03/14 16:59	53,2923611111	ok			1
2014	93		S			S								L																															08/05/2014	20/03/14 16:59	48,2923611111	ok			1
2014	94													S								S																							13/05/2014	20/03/14 16:59	53,2923611111	ok			1
2014	95													S								M																							17/05/2014	20/03/14 16:59	57,2923611111	ok			1
2014	100					S								M																															11/05/2014	20/03/14 16:59	51,2923611111	ok			1
2014	101					S																																							NA	20/03/14 16:59	NA	impute	06/05/2014	46,2923611111	1
2014	102		M			L																																							01/05/2014	20/03/14 16:59	41,2923611111	ok			1
2014	103													S								L																							16/05/2014	20/03/14 16:59	56,2923611111	ok			1
2014	104													S								S						L																	23/05/2014	20/03/14 16:59	63,2923611111	ok			1
2014	107																																												NA	20/03/14 16:59	NA	impute	06/05/2014	46,2923611111	0
2014	108													S								M																							18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	109													S								L																							16/05/2014	20/03/14 16:59	56,2923611111	ok			1
2014	110		S			M																																							02/05/2014	20/03/14 16:59	42,2923611111	ok			1
2014	111																					S																							19/05/2014	20/03/14 16:59	59,2923611111	ok			1
2014	117																																												NA	20/03/14 16:59	NA	impute	25/04/2014	35,2923611111	0
2014	118													S								M																							17/05/2014	20/03/14 16:59	57,2923611111	ok			1
2014	125													S								S																							20/05/2014	20/03/14 16:59	60,2923611111	ok			1
2014	128		M			L																																							30/04/2014	20/03/14 16:59	40,2923611111	ok			1
2014	133																					S						L																	22/05/2014	20/03/14 16:59	62,2923611111	ok			1
2014	135																					S																							20/05/2014	20/03/14 16:59	60,2923611111	ok			1
2014	211		S			S																																							03/05/2014	20/03/14 16:59	43,2923611111	ok			1
2014	212																																												NA	20/03/14 16:59	NA	impute	28/04/2014	38,2923611111	0
2014	214		S			S								M																															11/05/2014	20/03/14 16:59	51,2923611111	ok			1
2014	215																																												NA	20/03/14 16:59	NA	impute	28/04/2014	38,2923611111	0
2014	221													S								S																							18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	227		S			S								L																															10/05/2014	20/03/14 16:59	50,2923611111	ok			1
2014	237		S			S								M																															12/05/2014	20/03/14 16:59	52,2923611111	ok			1
2014	239													S								M																							18/05/2014	20/03/14 16:59	58,2923611111	ok			1
2014	244																																												NA	20/03/14 16:59	NA	impute	06/05/2014	46,2923611111	0
2014	248																					L																							NA	20/03/14 16:59	NA	impute			1
2014	249																					S																							25/05/2014	20/03/14 16:59	65,2923611111	ok			1
2014	300		S			S								M																															12/05/2014	20/03/14 16:59	52,2923611111	ok			1
2014	301													S																															NA	20/03/14 16:59	NA	impute	14/05/2014	54,2923611111	1
2014	302													S																															13/05/2014	20/03/14 16:59	53,2923611111	ok			1
2014	303													S								L																							15/05/2014	20/03/14 16:59	55,2923611111	ok			1
2014	304													M																															12/05/2014	20/03/14 16:59	52,2923611111	ok			1
2014	305																																												14/05/2014	20/03/14 16:59	54,2923611111	ok			0
2015	2	M																																											28/04/2015	20/03/15 22:48	38,05	ok			1
2015	9							S																																					NA	20/03/15 22:48	NA	impute	07/05/2015	47,05	1
2015	13	S						M																																					05/05/2015	20/03/15 22:48	45,05	ok			1
2015	14							S							L																														10/05/2015	20/03/15 22:48	50,05	ok			1
2015	17							S							M							L																							16/05/2015	20/03/15 22:48	56,05	ok			1
2015	37							S																																					NA	20/03/15 22:48	NA	impute	07/05/2015	47,05	1
2015	39														S							L																							17/05/2015	20/03/15 22:48	57,05	ok			1
2015	46	S						L																																					02/05/2015	20/03/15 22:48	42,05	ok			1
2015	49	S						M																																					05/05/2015	20/03/15 22:48	45,05	ok			1
2015	55							L																																					NA	20/03/15 22:48	NA	impute	07/05/2015	47,05	1
2015	59							M																																					NA	20/03/15 22:48	NA	impute	07/05/2015	47,05	1
2015	84																																												NA	20/03/15 22:48	NA	impute	30/04/2015	40,05	0
2015	85	S						L																																					03/05/2015	20/03/15 22:48	43,05	ok			1
2015	92														S							L																							19/05/2015	20/03/15 22:48	59,05	ok			1
2015	94														S																														NA	20/03/15 22:48	NA	impute	14/05/2015	54,05	1
2015	103							S							S							L																							18/05/2015	20/03/15 22:48	58,05	ok			1
2015	104							S							S							L																							17/05/2015	20/03/15 22:48	57,05	ok			1
2015	109																																												NA	20/03/15 22:48	NA	impute	24/04/2015	34,05	0
2015	111																																												NA	20/03/15 22:48	NA	impute	30/04/2015	40,05	0
2015	112							M							L																														09/05/2015	20/03/15 22:48	49,05	ok			1
2015	133	S						M																																					04/05/2015	20/03/15 22:48	44,05	ok			1
2015	134																					S								L															25/05/2015	20/03/15 22:48	65,05	ok			1
2015	135														S																														NA	20/03/15 22:48	NA	impute			1
2015	138							L																																					NA	20/03/15 22:48	NA	impute			1
2015	212														M							L																							17/05/2015	20/03/15 22:48	57,05	ok			1
2015	216	S						S							L																														10/05/2015	20/03/15 22:48	50,05	ok			1
2015	219																																												14/05/2015	20/03/15 22:48	54,05	ok			0
2015	220														M																														12/05/2015	20/03/15 22:48	52,05	ok			1
2015	221														M							L																							18/05/2015	20/03/15 22:48	58,05	ok			1
2015	225																					M																							NA	20/03/15 22:48	NA	impute			1
2015	233														S																														19/05/2015	20/03/15 22:48	59,05	ok			1
2015	247							S																																					NA	20/03/15 22:48	NA	impute	07/05/2015	47,05	1
2015	249																																												NA	20/03/15 22:48	NA	impute	30/04/2015	40,05	0
2015	250														S							M																							20/05/2015	20/03/15 22:48	60,05	ok			1
2015	251														S																														NA	20/03/15 22:48	NA	impute	28/05/2015	68,05	1
2015	306							L																																					NA	20/03/15 22:48	NA	impute	07/05/2015	47,05	1
2015	307							S																																					NA	20/03/15 22:48	NA	impute			1
2015	308							S							S																														21/05/2015	20/03/15 22:48	61,05	ok			1
2015	309																																												11/05/2015	20/03/15 22:48	51,05	ok			0
2015	310																					M								L															25/05/2015	20/03/15 22:48	65,05	ok			1
2016	2																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	3																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	7																																												17/05/2016	20/03/16 04:37	57,8076388889	ok			0
2016	8																																												14/05/2016	20/03/16 04:37	54,8076388889	ok			0
2016	9																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	10																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	13																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	14																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	16																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	17																																												16/05/2016	20/03/16 04:37	56,8076388889	ok			0
2016	18																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	20																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	21																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	22																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	23																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	26																																												15/05/2016	20/03/16 04:37	55,8076388889	ok			0
2016	27																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	29																																												11/05/2016	20/03/16 04:37	51,8076388889	ok			0
2016	31																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	33																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	34																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	35																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	36																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
2016	38																																												06/05/2016	20/03/16 04:37	46,8076388889	ok			0
2016	43																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	46																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	48																																												05/05/2016	20/03/16 04:37	45,8076388889	ok			0
2016	49																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	54																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	55																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	59																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	60																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	75																																												NA	20/03/16 04:37	NA	impute			0
2016	84																																												15/05/2016	20/03/16 04:37	55,8076388889	ok			0
2016	90																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	91																																												12/05/2016	20/03/16 04:37	52,8076388889	ok			0
2016	92																																												09/05/2016	20/03/16 04:37	49,8076388889	ok			0
2016	93																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	94																																												15/05/2016	20/03/16 04:37	55,8076388889	ok			0
2016	95																																												08/05/2016	20/03/16 04:37	48,8076388889	ok			0
2016	96																																												18/05/2016	20/03/16 04:37	58,8076388889	ok			0
2016	98																																												07/05/2016	20/03/16 04:37	47,8076388889	ok			0
2016	100																																												10/05/2016	20/03/16 04:37	50,8076388889	ok			0
2016	101																																												13/05/2016	20/03/16 04:37	53,8076388889	ok			0
